Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction
2023/06/08 5:58:43 PM GMT+5:30,7,Prefer not to say,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;others,No,Multiple times a day,Keyword,Multiple pages,5,Maybe,Never,others,Rarely,Yes,Rarely,No,1,Yes,4,2,User-friendly website/app interface,better app interface and lower shipping charges,629358
2023/06/05 2:16:16 PM GMT+5:30,44,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Few times a week,Filter,First page,1,Yes,Never,others,Never,Yes,Moderately,No,1,Yes,5,4,All the above,UI,597268
2023/06/11 11:00:11 PM GMT+5:30,5,Others,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Few times a month,Keyword,Multiple pages,5,Maybe,Often,High shipping costs,Often,Yes,Occasionally,Yes,2,Yes,3,3,User-friendly website/app interface,better app interface and lower shipping charges,999328
2023/06/08 5:54:49 PM GMT+5:30,40,Prefer not to say,Once a week,Beauty and Personal Care;Clothing and Fashion;others,Yes,Few times a month,nan,First page,5,Maybe,Often,Changed my mind or no longer need the item,Rarely,Yes,Rarely,Yes,5,No,1,1,User-friendly website/app interface,Nothing,520005
2023/06/08 5:39:57 PM GMT+5:30,4,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Rarely,Filter,Multiple pages,3,Yes,Often,Changed my mind or no longer need the item,Never,Yes,Never,Yes,2,Sometimes,4,3,All the above,Product quality and accuracy,917994
2023/06/06 9:08:20 PM GMT+5:30,24,Female,Less than once a month,Groceries and Gourmet Food,No,Multiple times a day,others,Multiple pages,2,Maybe,Always,High shipping costs,Always,No,Moderately,No,5,Yes,2,5,Customer service,No problems with Amazon,260715
2023/06/08 5:24:42 PM GMT+5:30,41,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Few times a month,nan,Multiple pages,5,Yes,Never,High shipping costs,Never,Yes,Never,Sometimes,2,Yes,1,3,User-friendly website/app interface,.,795038
2023/06/08 3:24:37 AM GMT+5:30,65,Male,Few times a month,Beauty and Personal Care,Yes,Few times a week,others,Multiple pages,5,Maybe,Often,others,Rarely,No,Heavily,Sometimes,5,Sometimes,3,1,.,Nothing,870703
2023/06/06 8:55:08 PM GMT+5:30,20,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Multiple times a day,others,First page,5,Maybe,Often,Changed my mind or no longer need the item,Rarely,Yes,Never,No,4,Sometimes,5,4,Product recommendations,User interface of app,596784
2023/06/06 1:06:16 PM GMT+5:30,20,Prefer not to say,Less than once a month,Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,others,First page,4,No,Never,Changed my mind or no longer need the item,Often,No,Moderately,No,1,Sometimes,3,4,All the above,I have no problem with Amazon yet. But others tell me about the refund issues ,854587
2023/06/09 2:43:37 PM GMT+5:30,50,Female,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Few times a month,Keyword,Multiple pages,2,Yes,Rarely,Found a better price elsewhere,Never,Yes,Moderately,Sometimes,3,No,2,3,User-friendly website/app interface,Nothing,380329
2023/06/10 10:49:42 AM GMT+5:30,25,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Rarely,Keyword,Multiple pages,4,Yes,Rarely,others,Often,Yes,Never,Sometimes,4,Sometimes,4,2,.,UI,511246
2023/06/09 9:39:04 AM GMT+5:30,59,Others,Once a week,Beauty and Personal Care;others,Sometimes,Few times a month,Filter,First page,3,No,Always,High shipping costs,Often,No,Heavily,Sometimes,2,Yes,2,5,All the above,User interface ,738862
2023/06/08 3:26:03 AM GMT+5:30,59,Male,Once a month,Beauty and Personal Care;Home and Kitchen,Sometimes,Rarely,Filter,Multiple pages,1,Maybe,Often,High shipping costs,Never,No,Never,Yes,5,No,1,1,User-friendly website/app interface,Quality of product is very poor according to the big offers,412124
2023/06/07 10:09:54 PM GMT+5:30,10,Others,Once a month,Clothing and Fashion;Home and Kitchen,Yes,Few times a month,categories,First page,1,Yes,Always,Changed my mind or no longer need the item,Always,No,Rarely,Sometimes,4,No,3,5,All the above,Shipping speed and reliability,509757
2023/06/07 5:26:20 PM GMT+5:30,47,Male,Few times a month,Groceries and Gourmet Food;Clothing and Fashion,Yes,Few times a week,others,First page,2,Maybe,Never,Found a better price elsewhere,Sometimes,No,Never,No,1,Yes,3,3,Customer service,Add more familiar brands to the list,976217
2023/06/08 5:41:46 PM GMT+5:30,13,Others,Once a week,Beauty and Personal Care;Home and Kitchen;others,Yes,Few times a month,Keyword,First page,3,Yes,Sometimes,Changed my mind or no longer need the item,Rarely,Yes,Moderately,No,5,No,2,3,All the above,Scrolling option would be much better than going to next page,646076
2023/06/12 3:51:31 PM GMT+5:30,41,Others,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,nan,First page,5,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,5,Sometimes,5,5,Competitive prices,Nil,680504
2023/06/06 9:39:32 AM GMT+5:30,17,Others,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Multiple times a day,nan,Multiple pages,1,No,Sometimes,Changed my mind or no longer need the item,Never,Yes,Rarely,Sometimes,2,No,3,3,.,Add more familiar brands to the list,455817
2023/06/05 3:28:01 PM GMT+5:30,43,Others,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a month,Filter,First page,4,Yes,Sometimes,High shipping costs,Never,No,Occasionally,Sometimes,1,Sometimes,5,5,Customer service,I have no problem with Amazon yet. But others tell me about the refund issues ,870729
2023/06/07 12:13:39 PM GMT+5:30,13,Prefer not to say,Few times a month,Groceries and Gourmet Food,Sometimes,Few times a month,categories,First page,1,No,Always,High shipping costs,Always,Yes,Rarely,Yes,4,No,1,1,Customer service,Reducing packaging waste,956590
2023/06/09 9:33:35 AM GMT+5:30,25,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Few times a month,Keyword,First page,1,Maybe,Always,Changed my mind or no longer need the item,Rarely,Yes,Occasionally,No,3,Yes,3,5,User-friendly website/app interface,Customer service responsiveness,579820
2023/06/05 10:37:36 AM GMT+5:30,20,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Few times a month,Keyword,Multiple pages,2,No,Never,Found a better price elsewhere,Never,Yes,Rarely,Yes,3,Sometimes,1,4,Quick delivery,User interface of app,946969
2023/06/04 10:37:00 PM GMT+5:30,36,Others,Once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Multiple times a day,Filter,First page,4,No,Sometimes,others,Often,Yes,Occasionally,Sometimes,1,Yes,3,3,Quick delivery,Shipping speed and reliability,411370
2023/06/12 2:41:06 PM GMT+5:30,22,Others,Once a week,Beauty and Personal Care;Home and Kitchen;others,No,Rarely,categories,Multiple pages,5,Maybe,Sometimes,others,Never,No,Occasionally,Sometimes,4,No,2,1,Customer service ,Scrolling option would be much better than going to next page,529353
2023/06/09 2:42:24 PM GMT+5:30,7,Female,Less than once a month,Home and Kitchen,No,Multiple times a day,nan,Multiple pages,2,No,Often,High shipping costs,Often,No,Rarely,No,4,Sometimes,3,3,Customer service,Reducing packaging waste,207689
2023/06/07 10:20:09 PM GMT+5:30,17,Others,Once a month,Groceries and Gourmet Food;Home and Kitchen,No,Multiple times a day,categories,Multiple pages,4,No,Sometimes,High shipping costs,Sometimes,No,Heavily,Yes,5,No,2,5,All the above,Product quality and accuracy,646984
2023/06/04 6:31:41 PM GMT+5:30,20,Others,Once a week,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Few times a week,categories,First page,2,No,Sometimes,others,Never,No,Never,Sometimes,4,Sometimes,1,5,Product recommendations,Shipping speed and reliability,664163
2023/06/05 4:26:25 AM GMT+5:30,64,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Rarely,categories,Multiple pages,1,No,Sometimes,others,Often,Yes,Rarely,Sometimes,5,Sometimes,5,2,Product recommendations,better app interface and lower shipping charges,279461
2023/06/04 8:49:49 PM GMT+5:30,31,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,nan,First page,3,Yes,Never,Found a better price elsewhere,Rarely,Yes,Never,Yes,1,Sometimes,2,1,Wide product selection,Product quality and accuracy,793150
2023/06/11 10:50:44 PM GMT+5:30,50,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Multiple times a day,nan,Multiple pages,3,Yes,Always,High shipping costs,Always,No,Never,Yes,4,Yes,4,3,Competitive prices,.,437962
2023/06/08 5:41:46 PM GMT+5:30,36,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Multiple times a day,categories,First page,3,No,Often,Changed my mind or no longer need the item,Often,No,Moderately,Sometimes,3,No,5,1,Product recommendations,I have no problem with Amazon yet. But others tell me about the refund issues ,386989
2023/06/08 3:25:14 AM GMT+5:30,29,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Multiple times a day,Filter,First page,4,No,Always,High shipping costs,Sometimes,Yes,Rarely,Yes,3,No,2,1,User-friendly website/app interface,Nothing,709756
2023/06/09 10:31:15 AM GMT+5:30,7,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,Keyword,Multiple pages,2,Yes,Always,High shipping costs,Often,Yes,Moderately,No,5,No,1,4,All the above,Shipping speed and reliability,952863
2023/06/09 10:25:27 AM GMT+5:30,36,Others,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Few times a month,others,First page,3,Maybe,Sometimes,others,Never,Yes,Heavily,No,1,Yes,1,2,Competitive prices,User interface of app,651338
2023/06/06 10:17:06 AM GMT+5:30,12,Prefer not to say,Less than once a month,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a week,others,First page,5,No,Never,High shipping costs,Always,No,Rarely,Sometimes,2,Yes,4,3,Customer service,Scrolling option would be much better than going to next page,412417
2023/06/07 2:16:43 PM GMT+5:30,13,Female,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,Keyword,Multiple pages,1,No,Never,Found a better price elsewhere,Sometimes,No,Heavily,Yes,1,Yes,3,1,.,Scrolling option would be much better than going to next page,421188
2023/06/05 2:28:10 PM GMT+5:30,39,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Few times a week,Keyword,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Never,Yes,Heavily,No,2,No,3,1,User-friendly website/app interface,better app interface and lower shipping charges,128909
2023/06/06 7:39:44 PM GMT+5:30,5,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Multiple times a day,Keyword,First page,3,No,Always,High shipping costs,Sometimes,Yes,Occasionally,Yes,5,Sometimes,5,1,All the above,Nil,196037
2023/06/06 7:40:11 PM GMT+5:30,62,Male,Once a month,Beauty and Personal Care;Home and Kitchen,Yes,Few times a week,Keyword,First page,1,No,Always,Changed my mind or no longer need the item,Sometimes,No,Rarely,Yes,4,No,3,1,Wide product selection,Add more familiar brands to the list,342682
2023/06/12 9:40:22 AM GMT+5:30,57,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,Keyword,First page,1,Maybe,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,No,3,No,4,4,Product recommendations,User interface ,729601
2023/06/11 10:49:05 PM GMT+5:30,61,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Rarely,nan,First page,1,No,Sometimes,High shipping costs,Often,No,Never,Yes,4,No,1,5,Competitive prices,Customer service responsiveness,588180
2023/06/07 12:36:04 PM GMT+5:30,40,Male,Once a week,Beauty and Personal Care;Clothing and Fashion,No,Multiple times a day,nan,Multiple pages,3,Yes,Often,others,Sometimes,No,Moderately,No,5,Sometimes,1,1,Competitive prices,No problems with Amazon,818488
2023/06/05 2:17:45 PM GMT+5:30,24,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Few times a week,others,First page,5,No,Rarely,others,Never,No,Occasionally,Yes,4,Sometimes,2,3,Wide product selection,No problems with Amazon,724867
2023/06/08 5:32:12 PM GMT+5:30,29,Others,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;others,No,Few times a month,Keyword,First page,2,No,Rarely,Changed my mind or no longer need the item,Never,Yes,Moderately,Yes,1,Sometimes,3,1,Competitive prices,Quality of product is very poor according to the big offers,300609
2023/06/05 1:54:28 PM GMT+5:30,37,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Few times a week,Keyword,First page,2,No,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Never,Sometimes,1,Sometimes,3,1,Wide product selection,better app interface and lower shipping charges,301310
2023/06/07 9:21:10 PM GMT+5:30,31,Female,Once a week,Clothing and Fashion,No,Few times a week,categories,First page,5,Yes,Always,others,Rarely,Yes,Rarely,Yes,5,Yes,4,4,Customer service,No problems with Amazon,353876
2023/06/07 11:05:19 PM GMT+5:30,28,Female,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Few times a week,others,First page,2,Yes,Sometimes,others,Often,Yes,Occasionally,No,1,No,3,2,Product recommendations,.,121691
2023/06/11 11:08:35 PM GMT+5:30,16,Male,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,Filter,First page,3,Yes,Always,others,Always,Yes,Occasionally,No,5,No,4,4,Wide product selection,Customer service responsiveness,108289
2023/06/09 4:29:23 PM GMT+5:30,34,Male,Once a month,Groceries and Gourmet Food;Clothing and Fashion,Yes,Few times a week,Keyword,First page,5,No,Rarely,others,Never,Yes,Occasionally,Sometimes,5,Yes,2,5,Customer service,Nil,283362
2023/06/07 3:58:52 PM GMT+5:30,12,Prefer not to say,Once a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Rarely,Keyword,First page,5,No,Rarely,High shipping costs,Never,Yes,Never,Sometimes,3,Yes,4,5,Customer service ,Shipping speed and reliability,543327
2023/06/08 10:54:00 AM GMT+5:30,15,Male,Once a month,Beauty and Personal Care,Yes,Few times a week,nan,Multiple pages,5,Maybe,Often,High shipping costs,Sometimes,Yes,Moderately,Sometimes,4,No,2,2,Customer service ,User interface of app,657927
2023/06/08 9:39:30 PM GMT+5:30,23,Others,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Multiple times a day,categories,Multiple pages,1,Yes,Always,High shipping costs,Never,Yes,Rarely,No,1,Sometimes,5,5,All the above,Scrolling option would be much better than going to next page,507201
2023/06/07 3:13:52 PM GMT+5:30,14,Female,Less than once a month,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Rarely,Filter,Multiple pages,4,Yes,Rarely,Found a better price elsewhere,Always,No,Occasionally,Sometimes,4,Yes,1,4,Competitive prices,Add more familiar brands to the list,538396
2023/06/08 7:33:15 AM GMT+5:30,43,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Few times a month,Keyword,First page,3,Maybe,Rarely,Changed my mind or no longer need the item,Always,Yes,Heavily,Sometimes,5,Yes,5,3,Competitive prices,Shipping speed and reliability,266313
2023/06/04 11:27:53 PM GMT+5:30,45,Others,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,others,First page,3,Yes,Always,Changed my mind or no longer need the item,Always,Yes,Never,Sometimes,2,No,1,4,User-friendly website/app interface,No problems with Amazon,122852
2023/06/06 6:43:02 PM GMT+5:30,67,Male,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Few times a week,Keyword,Multiple pages,1,Maybe,Always,Found a better price elsewhere,Often,No,Rarely,Yes,5,Sometimes,5,1,Quick delivery,No problems with Amazon,348260
2023/06/06 6:44:04 PM GMT+5:30,33,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,Filter,First page,1,No,Never,Found a better price elsewhere,Always,Yes,Never,Yes,1,Yes,1,2,Quick delivery,User interface of app,231284
2023/06/06 9:08:39 PM GMT+5:30,25,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Few times a week,nan,Multiple pages,4,Yes,Never,High shipping costs,Never,No,Rarely,No,2,Yes,5,4,Competitive prices,Product quality and accuracy,151725
